original_language;popularity;title;vote_average;vote_count;price
en;0,115688;Escape Fire: The Fight to Rescue American Healthcare;8;3;7,99
en;1,5699;Springsteen & I;7,5;11;7,99
en;0,042369;The Guide;10;1;9,99
en;1,941454;The Class of '92;7,1;35;6,99
en;2,082918;The Valley of Gwangi;7,5;52;7,99
en;0,885949;Heavy Metal Parking Lot;7,6;10;7,99
en;1,797462;The Final Cut;7,3;3;6,99
en;0,162407;American Scary;7,7;3;7,99
en;0,037652;We Need a Vacation;9;1;8,99
en;0,055097;Eggshells;10;1;9,99
en;0,721417;Catastroika;7,1;6;6,99
en;1,676035;40 Carats;7,5;1;7,99
en;4,213894;Generation Kill;7,8;88;7,99
en;1,047901;Come Live with Me;8;3;7,99
en;7,306487;Wonder Woman;7,2;133;6,99
en;16,418133;The Lego Movie;7,5;3127;7,99
en;7,331398;La luna;8;257;7,99
en;14,442048;The Grand Budapest Hotel;8;4644;7,99
en;2,476252;The Inevitable Defeat of Mister & Pete;7,4;34;6,99
en;32,213481;Interstellar;8,1;11187;7,99
en;10,743115;Particle Fever;7,1;102;6,99
en;1,369747;Blackbeard, the Pirate;7,1;10;6,99
en;0,081203;Superpower;7,5;2;7,99
en;0,081655;Cosmic Psychos: Blokes You Can Trust;7,5;1;7,99
en;0,150765;Prison Terminal: The Last Days of Private Jack Hall;7,3;4;6,99
en;0,244976;Blondes at Work;7,3;2;6,99
en;18,717704;Captain America: The Winter Soldier;7,6;5881;7,99
en;7,047117;Starred Up;7,1;324;6,99
en;0,140491;Across to Singapore;7,7;3;7,99
en;3,453816;Free to Play;7,1;60;6,99
en;0,271013;Her Master's Voice;8,1;4;7,99
en;11,033403;Calvary;7,1;334;6,99
en;8,448518;In Your Eyes;7,1;275;6,99
en;0,985307;The Reckoning;7,5;2;7,99
en;0,113383;Broadway Melody of 1938;8;2;7,99
en;6,18442;Jodorowsky's Dune;8,1;172;7,99
en;13,454169;Belle;7,2;230;6,99
en;0,287635;I Think We're Alone Now;7,6;8;7,99
en;26,058586;X-Men: Days of Future Past;7,5;6155;7,99
en;8,720309;Chef;7,2;1203;6,99
en;1,02843;The Love God?;7,4;5;6,99
en;12,661286;The Normal Heart;7,9;320;7,99
en;10,289628;Begin Again;7,3;1285;6,99
en;0,689498;Loving;7,8;3;7,99
en;1,097326;Mile... Mile & A Half;8,8;4;8,99
en;31,982986;Edge of Tomorrow;7,6;4979;7,99
en;17,836882;Mission: Impossible - Rogue Nation;7,1;3274;6,99
en;1,551364;Narco Cultura;7,1;26;6,99
en;0,315508;Bad Boy;8;1;7,99
en;16,274653;The Fault in Our Stars;7,6;3868;7,99
en;0,996049;The Case Against 8;8;4;7,99
en;17,618057;The Equalizer;7,1;2997;6,99
en;12,256689;How to Train Your Dragon 2;7,6;3163;7,99
en;18,193263;Birdman;7,4;4657;6,99
en;0,000431;Play It As It Lays;7,3;3;6,99
en;0,64703;Mrs. Pollifax: Spy;7,5;2;7,99
en;6,430591;Boyhood;7,5;2008;7,99
en;0,463448;Tall Story;10;1;9,99
en;6,114898;The Internet's Own Boy: The Story of Aaron Swartz;7,8;180;7,99
en;0,468194;Jennifer;8,7;6;8,99
en;64,29999;Whiplash;8,3;4376;7,99
en;154,801009;Gone Girl;7,9;6023;7,99
en;75,385211;Dawn of the Planet of the Apes;7,3;4511;6,99
en;53,291601;Guardians of the Galaxy;7,9;10014;7,99
en;0,142022;Busses Roar;8;1;7,99
en;1,315493;Monty Python Live (Mostly);7,2;18;6,99
en;7,732143;1;7,3;36;6,99
en;14,466789;The Hundred-Foot Journey;7,3;516;6,99
en;6,0955;Batman: Assault on Arkham;7,3;298;6,99
en;0,912708;What About Dick?;8;1;7,99
en;0,256422;Crossroads;7,1;6;6,99
en;0,09055;The Strangler;8,5;2;7,99
en;0,403008;An Act of Murder;7,3;3;6,99
en;9,659244;If I Stay;7,3;1415;6,99
en;4,08272;Lights Out;7,5;71;7,99
en;6,851243;Coherence;7,2;653;6,99
en;0,738818;Charlie Chan in the Secret Service;7,1;6;6,99
en;5,269893;2081;7,2;20;6,99
en;9,111867;Pride;7,7;457;7,99
en;0,736539;Castle in the Desert;7,1;7;6,99
en;0,039175;Hori Smoku Sailor Jerry;10;1;9,99
en;1,735423;700 Sundays;8;1;7,99
en;0,60908;Cold Turkey;7,5;4;7,99
en;3,057828;Electric Boogaloo: The Wild, Untold Story of Cannon Films;7,5;45;7,99
en;0,567976;The Abdication;8;2;7,99
en;19,228561;American Sniper;7,4;4600;6,99
en;1,048805;Rock-a-Bye Baby;7,1;19;6,99
en;0,459708;American Promise;7,5;2;7,99
en;10,524204;Predestination;7,3;1971;6,99
en;0,17899;Ward 13;8,2;5;7,99
en;10,504198;What We Do in the Shadows;7,4;779;6,99
en;8,196975;The Best of Me;7,2;777;6,99
en;17,887943;The Judge;7,2;1433;6,99
en;36,713807;Fury;7,4;4028;6,99
en;13,655752;St. Vincent;7,1;770;6,99
en;0,514756;Charlie Chan at the Wax Museum;8,4;5;7,99
en;1,404872;Leave the World Behind;7,3;21;6,99
en;21,277073;Nightcrawler;7,6;3475;7,99
en;213,849907;Big Hero 6;7,8;6289;7,99
en;14,566103;Love, Rosie;7,7;1660;7,99
en;3,524327;Like Sunday, Like Rain;7,5;40;7,99
en;1,20983;Winterhawk;8,5;2;7,99
en;0,001393;The Big Snit;7,1;10;6,99
en;14,14078;Ex Machina;7,6;4862;7,99
en;1,767099;Heart Beat;7,5;2;7,99
en;0,860084;Charlie Chan's Murder Cruise;7,3;6;6,99
en;0,630625;Charlie Chan's Secret;7,4;8;6,99
en;1,743032;History of the Eagles;7,5;19;7,99
en;6,029457;Olive Kitteridge;7,6;66;7,99
en;4,999237;Still Life;7,3;89;6,99
en;1,328313;It's Love I'm After;7,5;3;7,99
en;6,800456;You're Not You;7,3;247;6,99
en;0,415583;Air Raid Wardens;7,3;4;6,99
en;0,308882;Frisco Kid;7,7;3;7,99
en;0,206768;Dead Man's Eyes;8;5;7,99
en;31,59594;The Imitation Game;8;5895;7,99
en;10,964584;Rudderless;7,4;106;6,99
en;0,729945;The Man Who Played God;7,9;4;7,99
en;0,216012;Rio Rita;7,1;4;6,99
en;2,091255;Long Way Round;8,2;24;7,99
en;1,272698;Too Many Cooks;8,5;24;7,99
en;11,85302;The Theory of Everything;7,8;3403;7,99
en;3,331914;Doctor Who: The Time of the Doctor;8,4;61;7,99
en;0,517981;Destroyer;7,4;4;6,99
en;6,967358;Song of the Sea;8,1;420;7,99
en;0,215778;Hot Stuff;7,8;6;7,99
en;2,020862;Alive Inside;7,8;34;7,99
en;2,644962;Elvis and Anabelle;7,1;23;6,99
en;1,858785;Home Before Dark;8;3;7,99
en;0,468404;Let No Man Write My Epitaph;10;1;9,99
en;0,495744;Ragamuffin;7,2;5;6,99
en;1,43617;Trailer Park Boys: Live at the North Pole;7,6;8;7,99
en;6,213797;Cowspiracy: The Sustainability Secret;7,9;119;7,99
en;0,946415;Mayday at 40,000 Feet!;8;2;7,99
en;1,621875;Wanderers;7,4;24;6,99
en;0,805255;Eight Iron Men;8,5;2;7,99
en;31,718977;The Hobbit: The Battle of the Five Armies;7,1;4884;6,99
en;7,107071;Selma;7,4;835;6,99
en;10,543955;Unbroken;7,3;1437;6,99
en;10,831362;The Good Lie;7,3;210;6,99
en;0,803616;McLibel;7,8;4;7,99
en;3,448294;Marvellous;7,3;38;6,99
en;14,876086;Mommy;8,2;734;7,99
en;0,937717;Neighbours;7,8;19;7,99
en;28,224212;Kingsman: The Secret Service;7,6;6069;7,99
en;11,309444;The Punisher: Dirty Laundry;7,3;144;6,99
en;0,584448;The Walking Stick;10;1;9,99
en;0,684865;Castle of Blood;7,5;11;7,99
en;0,584128;Get Crazy;8,4;4;7,99
en;0,829203;Rocks in my Pockets;9,4;5;8,99
en;0,534723;George Lopez: America's Mexican;10;1;9,99
en;6,066171;Partysaurus Rex;7,4;81;6,99
en;0,526755;The Biggest Bundle of Them All;9,5;3;9,99
en;2,174557;Robin Williams: Weapons of Self Destruction;7,5;16;7,99
en;0,040128;The War at Home;8;1;7,99
en;0,795192;Busting;7,7;6;7,99
en;0,088651;Poolside;9;2;8,99
en;1,759584;Tropico;8,4;30;7,99
en;1,03755;Korengal;7,1;27;6,99
en;0,079472;A Matter of Time;8;1;7,99
en;0,869409;McCullin;7,5;15;7,99
en;3,898604;Red Army;7,3;57;6,99
en;4,639023;Carry On Cabby;7,1;21;6,99
en;0,476007;Katt Williams: Priceless: Afterlife;10;2;9,99
en;2,603629;The Old Maid;7,8;7;7,99
en;0,148078;Too Tough to Die: A Tribute to Johnny Ramone;7,3;2;6,99
en;0,144281;Night Court;8;1;7,99
en;0,498207;The Littlest Angel;8,5;2;7,99
en;0,267863;The Sky Dragon;8,5;2;7,99
en;1,25249;The Amazing Dr. Clitterhouse;7,4;7;6,99
en;0,086883;The Captain Hates the Sea;9;1;8,99
en;0,504255;Miracle in the Rain;8,5;2;7,99
en;29,36178;Mad Max: Fury Road;7,3;9629;6,99
en;31,626013;Star Wars: The Force Awakens;7,5;7993;7,99
en;37,37942;Avengers: Age of Ultron;7,3;6908;6,99
en;187,860492;Deadpool;7,4;11444;6,99
en;185,330992;Guardians of the Galaxy Vol. 2;7,6;4858;7,99
en;145,882135;Captain America: Civil War;7,1;7462;6,99
en;43,847654;Doctor Strange;7,1;5880;6,99
en;0,14576;Man Made Monster;7,8;4;7,99
en;0,036643;The Golden Age of Comedy;8;1;7,99
en;1,771469;The Geisha Boy;7,1;17;6,99
en;10,62823;Taken;7,4;76;6,99
en;0,795493;Payment on Demand;7,1;6;6,99
en;1,923351;Nas: Time Is Illmatic;7,1;30;6,99
en;0,099879;The Twilight of the Golds;7,8;2;7,99
en;0,200861;I Love Melvin;7,3;3;6,99
en;0,676437;Vito;8;3;7,99
en;2,11682;Kid Blue;7,3;5;6,99
en;1,028803;Snow in August;7,6;5;7,99
en;0,733941;The Admirable Crichton;7,1;5;6,99
en;0,037969;Spike of Bensonhurst;9;1;8,99
en;0,736877;Whoever Slew Auntie Roo?;7,1;10;6,99
en;0,559919;Suspect;7,2;3;6,99
en;0,148986;I Was Monty's Double;8;4;7,99
en;1,070586;How Sweet It Is!;8,2;6;7,99
en;0,264751;My Reputation;7,4;5;6,99
en;0,413343;There's Always A Woman;7,3;2;6,99
en;0,081112;Marathon Boy;7,5;2;7,99
en;0,07673;Return from the Ashes;8,5;2;7,99
en;1E-06;Kidco;7,1;7;6,99
en;0,206341;The Great Rupert;7,6;5;7,99
en;0,545476;The Student Prince;8,5;2;7,99
en;0,372205;Never Let Go;7,6;5;7,99
en;0,529845;Sweeney!;7,2;5;6,99
en;0,883862;The Little Hut;10;2;9,99
en;0,290919;Duffy;8;3;7,99
en;0,081817;The Court-Martial of Jackie Robinson;10;1;9,99
en;0,89172;Lad: A Dog;8;1;7,99
en;0,277806;Those Calloways;7,3;3;6,99
en;0,100029;The Harmony Game;8;1;7,99
en;6,092242;The Pacific;7,9;318;7,99
en;0,041202;1000 Journals;8;1;7,99
en;0,305326;Art and Craft;7,1;6;6,99
en;7,991613;Brooklyn;7,2;1235;6,99
en;9,201378;The End of the Tour;7,3;210;6,99
en;1,250498;The Mask You Live In;8,7;21;8,99
en;1,348402;Prophet's Prey;7,3;13;6,99
en;4,507082;What Happened, Miss Simone?;7,7;111;7,99
en;7,948581;Dope;7,2;698;6,99
en;12,503333;Me and Earl and the Dying Girl;7,7;962;7,99
en;0,786341;Saturday Night;7,2;5;6,99
en;1,62502;Jim Jefferies: BARE;7,7;35;7,99
en;20,328822;The Hateful Eight;7,6;4405;7,99
en;0,125145;Highway Racer;7,5;2;7,99
en;0,431841;We Cause Scenes;7,8;4;7,99
en;6,637049;Artifact;7,6;41;7,99
en;0,069426;Closure;8;1;7,99
en;0,892006;Mike Birbiglia: My Girlfriend's Boyfriend;8,1;16;7,99
en;0,908985;The High Sign;7,2;18;6,99
en;0,04586;A Reflection of Fear;8;2;7,99
en;0,647811;Camp;7,5;4;7,99
en;1,743751;Merchants of Doubt;7,5;36;7,99
en;2,31176;George Carlin: It's Bad for Ya!;8,1;33;7,99
en;6,894606;McFarland, USA;7,4;216;6,99
en;1,152521;Melody;7,4;13;6,99
en;0,074112;The Linguists;8;2;7,99
en;0,075144;Baby Snakes;8,3;2;7,99
en;0,235578;Sitting Target;7,2;6;6,99
en;1,173854;The Amazing Screw-On Head;8;8;7,99
en;0,011938;Shark Kill;10;1;9,99
en;27,275687;Furious 7;7,3;4253;6,99
en;0,766401;Midnight Ride;8;2;7,99
en;0,079137;Julie Darling;8;2;7,99
en;4,806651;George Carlin: Life Is Worth Losing;8,1;18;7,99
en;0,372751;Somebody Killed Her Husband;7,5;2;7,99
en;0,054871;Terror at the Mall;8;1;7,99
en;5,403881;The Jinx: The Life and Deaths of Robert Durst;8,6;85;8,99
en;11,61;Woman in Gold;7,3;454;6,99
en;0,041923;Sole Survivor;7,3;7;6,99
en;0,101713;Rafferty and the Gold Dust Twins;8;1;7,99
en;0,444066;Nobody's Perfect;7,3;3;6,99
en;0,362876;Cash McCall;7,5;2;7,99
en;0,004425;One Night Only;10;1;9,99
en;0,279551;Crooks and Coronets;10;1;9,99
en;0,428373;Ballerina;8;3;7,99
en;1,627151;And the Oscar Goes To...;7,1;15;6,99
en;0,229743;Say Nothing;9;1;8,99
en;0,776159;Man from Del Rio;7,1;4;6,99
en;0,341377;Way Beyond Weight;8;1;7,99
en;10,264416;The Longest Ride;7,3;1083;6,99
en;3,540755;Lage Raho Munna Bhai;7,6;45;7,99
en;0,837582;Ship of Theseus;7,4;14;6,99
en;3,146793;Antarctica: A Year on Ice;7,2;31;6,99
en;10,542026;The Age of Adaline;7,4;2052;6,99
en;0,669469;Sinatra: All or Nothing at All;7,1;14;6,99
en;3,766743;A Girl Like Her;7,2;82;6,99
en;1,130406;Winning Time: Reggie Miller vs. The New York Knicks;8,2;8;7,99
en;0,450876;Bad Boys;9,5;4;9,99
en;0,757848;GMO OMG;7,4;15;6,99
en;0,74021;The Velveteen Rabbit;7,8;9;7,99
en;7,046825;Testament of Youth;7,2;259;6,99
en;3,273977;Girl Rising;7,1;17;6,99
en;0,04002;Call + Response;8;1;7,99
en;0,415124;One Little Pill;9;1;8,99
en;0,499251;Pump;7,8;5;7,99
en;0,871688;Cocaine Cowboys: Reloaded;7,3;9;6,99
en;0,241235;Resistance;7,2;5;6,99
en;0,524436;Ethos;7,1;4;6,99
en;8,364201;Carol;7,3;1014;6,99
en;0,180741;The Mars Underground;7,1;5;6,99
en;25,62993;The Martian;7,6;7442;7,99
en;1,403263;Road;7,7;16;7,99
en;7,741143;Kung Fury;7,6;762;7,99
en;0,549801;Child's Play;7,3;4;6,99
en;0,634649;Don't Knock The Rock;7,5;2;7,99
en;1,038506;Yield to the Night;8;3;7,99
en;0,270879;Streetwise;8,3;7;7,99
en;0,152165;The Impossible Years;8,3;3;7,99
en;0,898135;To Trap a Spy;8;2;7,99
en;0,9854;Backyard Dogs;10;1;9,99
en;23,985587;Inside Out;7,9;6737;7,99
en;10,444048;Love & Mercy;7,3;246;6,99
en;41,051421;Fantastic Beasts and Where to Find Them;7,2;5612;6,99
en;0,078655;Got the Facts on Milk?;8,3;2;7,99
en;0,071002;Jig;8;1;7,99
en;0,004974;Hells Angels Forever;9,5;1;9,99
en;1,165594;Bruce Lee: A Warrior's Journey;7,3;15;6,99
en;0,407738;The Great Impostor;7,5;2;7,99
en;2,265234;Pardners;7,2;13;6,99
en;0,55901;The Best of Enemies;7,3;2;6,99
en;0,714715;Mortal Kombat: The Journey Begins;10;1;9,99
en;2,245536;Scooby-Doo! Mask of the Blue Falcon;7,1;7;6,99
en;0,367808;Jeff Ross Roasts America;7,5;3;7,99
en;6,554298;Kevin Hart: Laugh at My Pain;7,7;43;7,99
en;2,033049;One Froggy Evening;7,8;33;7,99
en;11,742804;Mickey's Christmas Carol;7,6;167;7,99
en;0,547615;Faith of Our Fathers;8,7;3;8,99
en;0,66618;Rhymes for Young Ghouls;7,4;12;6,99
en;0,32166;White Lion;7,2;7;6,99
en;0,153174;Sierra Leone's Refugee All Stars;7,3;3;6,99
en;11,12024;Amy;7,5;482;7,99
en;0,48006;Common Law Cabin;7,6;5;7,99
en;0,650033;Good Morning... and Goodbye!;7,8;7;7,99
en;14,656875;The Man from U.N.C.L.E.;7,1;2306;6,99
en;0,215188;The Widowmaker;7,3;2;6,99
en;7,365663;Feast;8;420;7,99
en;0,531228;Sweet Revenge;7,8;4;7,99
en;0,671027;The Dream Team;8,3;13;7,99
en;0,086266;The Kreutzer Sonata;10;1;9,99
en;0,54473;Small Potatoes: Who Killed the USFL?;7,4;7;6,99
en;0,550363;The U;8,1;6;7,99
en;0,217652;Pony Excess;7,6;6;7,99
en;0,248837;Elway To Marino;8,3;3;7,99
en;3,292097;Afro Samurai;7,3;63;6,99
en;23,501228;The Revenant;7,3;6558;6,99
en;1,783273;One Minute Time Machine;8,2;17;7,99
en;2,796878;The True Cost;7,7;60;7,99
en;12,370126;Southpaw;7,3;2112;6,99
en;19,511221;Sicario;7,2;2465;6,99
en;0,09348;The Crisis of Civilization;8,3;2;7,99
en;0,103727;Venetian Bird;8;2;7,99
en;3,141893;Best of Enemies;7,2;61;6,99
en;10,156891;Colonia;7,4;566;6,99
en;0,039352;Russian Terminator;8;1;7,99
en;0,376182;Video Nasties: Moral Panic, Censorship & Videotape;7,2;9;6,99
en;15,651705;The Intern;7,1;1926;6,99
en;0,888914;Chelsea Handler Uganda Be Kidding Me Live;7,1;14;6,99
en;0,047234;The Paw Project;10;1;9,99
en;12,443291;Room;8,1;2838;7,99
en;2,303824;Last Cab to Darwin;7,5;21;7,99
en;0,560453;Bill Cosby: Far From Finished;7,4;7;6,99
en;0,422609;Sting of the Black Scorpion;8;1;7,99
en;8,266563;Family Guy Presents: Something, Something, Something, Dark Side;7,2;110;6,99
en;1,523312;Fatal Bond;7,5;2;7,99
en;0,01476;Sakura Killers;7,5;2;7,99
en;21,183077;Straight Outta Compton;7,7;1381;7,99
en;5,655194;The Lost Room;7,8;98;7,99
en;0,356303;Pardon My Past;7,5;2;7,99
en;2,009635;Truck Turner;7,2;13;6,99
en;1,747806;Next Goal Wins;7,5;16;7,99
en;1,197099;Being Evel;7,1;9;6,99
en;0,111773;Who's Minding The Mint?;8,3;3;7,99
en;8,093442;Suffragette;7,1;440;6,99
en;0,792574;Vanishing of the Bees;7,3;6;6,99
en;10,591249;The Outcasts;7,1;141;6,99
en;11,245661;The Danish Girl;7,4;1689;6,99
en;11,732546;Beasts of No Nation;7,6;476;7,99
en;1,914671;Hot Wheels Acceleracers: Ignition;7,7;6;7,99
en;0,195677;Zid;7,5;2;7,99
en;2,554756;Listen to Me Marlon;7,1;48;6,99
en;0,712004;Snowden’s Great Escape;8,7;3;8,99
en;0,004425;The First Olympics: Athens 1896;9;1;8,99
en;14,63239;Spotlight;7,8;2751;7,99
en;1,709199;Viva;7,4;12;6,99
en;0,122088;Island of Love;7,5;1;7,99
en;2,607667;Full Out;7,1;40;6,99
en;0,453126;A Horse for Summer;8;3;7,99
en;0,061678;Dream Deceivers: The Story Behind James Vance vs. Judas Priest;10;1;9,99
en;4,955317;Freeheld;7,1;168;6,99
en;11,376954;The Little Prince;7,6;771;7,99
en;0,46175;If You Build It;7,1;5;6,99
en;294,337037;Wonder Woman;7,2;5025;6,99
en;1,380258;Glen Campbell: I'll Be Me;7,1;16;6,99
en;13,707888;Bridge of Spies;7,2;2633;6,99
en;2,0026;Les Misérables in Concert - The 25th Anniversary;8;24;7,99
en;0,115589;If I Die Before I Wake;7,5;2;7,99
en;5,251621;Where to Invade Next;7,3;153;6,99
en;2,76859;The Take;7,7;22;7,99
en;0,679427;Salad Days;7,2;10;6,99
en;1,066979;TimeScapes;7,4;10;6,99
en;0,208919;Peace Officer;7,6;5;7,99
en;1,17573;The Dead Zone;7,7;7;7,99
en;0,486412;Blondie Has Servant Trouble;7,7;3;7,99
en;0,973327;No Place on Earth;7,5;10;7,99
en;7,634145;Miss You Already;7,3;232;6,99
en;2,500114;Unity;8,4;10;7,99
en;0,097444;The Day the '60s Died;7,5;2;7,99
en;0,028347;The Secret Life of Plants;8;1;7,99
en;2,404939;David;8,2;11;7,99
en;0,309326;Pedro;8;1;7,99
en;6,758038;Fathers and Daughters;7,2;262;6,99
en;1,85122;The Mad Doctor;7,5;12;7,99
en;7,358726;Trumbo;7,3;507;6,99
en;0,091356;The Land of Smiles;8;1;7,99
en;1,750743;Rubble Kings;7,1;8;6,99
en;0,449448;Living It Up;7,8;4;7,99
en;1E-06;Homebodies;7,3;3;6,99
en;0,522812;Khamosh;7,5;1;7,99
en;0,530361;Khamoshi: The Musical;7,6;5;7,99
en;0,377272;Break Free;8;5;7,99
en;1,047518;The Victors;8,2;6;7,99
en;33,449723;Creed;7,3;1963;6,99
en;2,867932;Twinsters;7,6;71;7,99
en;0,193278;A Dandy in Aspic;7,5;4;7,99
en;0,270593;Johnny 2.0;7,5;2;7,99
en;0,417405;This Isn't Funny;7,7;3;7,99
en;1E-06;Deep Blues;8;1;7,99
en;1,338163;The Smile Man;7,4;18;6,99
en;0,414002;Envelope;7,7;10;7,99
en;1,123477;A Summer Story;7,6;7;7,99
en;0,187825;The Ties That Bind;7,3;3;6,99
en;0,978542;Bardelys the Magnificent;8;1;7,99
en;0,314719;Cattle Town;10;1;9,99
en;13,143061;The Big Short;7,3;2679;6,99
en;1,16084;Chaos on the Bridge;7,4;13;6,99
en;0,890792;For Lovers Only;7,2;10;6,99
en;6,231965;Anuvahood;7,4;21;6,99
en;0,486995;OzLand;7,4;4;6,99
en;0,614776;The Testaments;7,2;9;6,99
en;0,089067;Elaine Stritch: At Liberty;10;1;9,99
en;18,908782;Nocturnal Animals;7,2;1990;6,99
en;0,198835;A Syrian Love Story;7,6;5;7,99
en;1,523435;Pimpernel Smith;7,3;10;6,99
en;0,673276;Steve McQueen: The Man & Le Mans;7,6;9;7,99
en;2,984173;Beyond the Blackboard;7,1;17;6,99
en;0,12252;Science Fiction;8;1;7,99
en;7,528276;Eddie the Eagle;7,2;682;6,99
en;0,132189;Liquidation;7,3;3;6,99
en;3,003456;Racing Extinction;7,8;51;7,99
en;0,224351;Looking for Grace;10;1;9,99
en;1,34867;Alone Yet Not Alone;7,3;3;6,99
en;1,43679;The Eagle Huntress;7,3;28;6,99
en;2,147188;B.B. King: The Life of Riley;7,5;5;7,99
en;4,766482;Holding the Man;7,8;111;7,99
en;34,34759;Me Before You;7,6;2674;7,99
en;0,045236;The Cinema Snob Movie;9;1;8,99
en;4,456394;Grease Live;7,4;112;6,99
en;26,024868;Zootopia;7,7;4961;7,99
en;0,221465;Satan's Cheerleaders;7,3;5;6,99
en;1,824486;The Fear of 13;8;45;7,99
en;1,225055;Mad at the Moon;10;1;9,99
en;2,332268;Butcher, Baker, Nightmare Maker;7,2;15;6,99
en;2,920392;Regular Show: The Movie;7,3;40;6,99
en;0,851054;Doomed! The Untold Story of Roger Corman's The Fantastic Four;7,8;8;7,99
en;0,925468;Please Subscribe;7,4;8;6,99
en;0,408882;Oil City Confidential;8,5;2;7,99
en;9,259371;Hunt for the Wilderpeople;7,8;453;7,99
en;2,607215;Rabbits;7,1;64;6,99
en;0,000308;The Cannibals;7,7;3;7,99
en;0,071618;Shuttlecock Boys;10;1;9,99
en;0,300646;Hammer & Tickle;8,3;3;7,99
en;0,352202;Homegrown: The Counter-Terror Dilemma;8;1;7,99
en;0,072334;Secrets of Life;8;2;7,99
en;10,200553;Remember;7,4;173;6,99
en;1,547134;The Man from Hong Kong;7,3;11;6,99
en;10,564701;Eye in the Sky;7,2;532;6,99
en;0,497687;Kareem: Minority of One;7,8;4;7,99
en;2,586309;Monster High Great Scarrier Reef;7,2;11;6,99
en;0,554045;Learn How to Read and Write, Son;7,1;5;6,99
en;0,723927;Love's Routine;7,3;4;6,99
en;0,037986;Haack ...The King of Techno;8;1;7,99
en;0,040758;This Is The Life;8;1;7,99
en;0,984906;Sunshine Superman;7,2;10;6,99
en;1,490797;Everything Is Copy;7,6;8;7,99
en;0,855416;Only the Dead See The End of War;8;14;7,99
en;3,785788;Zero Days;7,5;73;7,99
en;10,672862;Sing Street;8;669;7,99
en;0,462816;Bowery Battalion;10;1;9,99
en;0,158484;Private Eyes;8;1;7,99
en;0,065699;High Society;8;1;7,99
en;1,147328;Angry Indian Goddesses;7,7;6;7,99
en;0,280555;Day One;7,4;5;6,99
en;0,035862;The Pack;7,5;2;7,99
en;0,233104;A Good American;7,5;2;7,99
en;0,192604;Very Semi-Serious;7,3;4;6,99
en;0,702079;From Bedrooms to Billions;7,1;4;6,99
en;2,590546;Sherpa;7,4;12;6,99
en;0,000308;The Education of Sonny Carson;7,3;2;6,99
en;0,411367;Blondie Goes Latin;8;3;7,99
en;8,445423;The Man Who Knew Infinity;7,2;314;6,99
en;1,043798;Disney's Very Merry Christmas Sing Along Songs;7,1;6;6,99
en;0,902847;Houston, We Have a Problem!;8,7;9;8,99
en;7,418452;Tickled;7,3;94;6,99
en;0,102862;N Is a Number: A Portrait of Paul Erdös;7,7;3;7,99
en;5,791978;11.22.63;8;213;7,99
en;1E-06;Angel Cop;7,8;3;7,99
en;0,305248;Twisted;7,1;7;6,99
en;0,457418;About Mrs. Leslie;8,5;2;7,99
en;0,358329;The Search for Freedom;7,5;4;7,99
en;0,086169;Fresh;8,3;2;7,99
en;0,288359;The Beautiful Truth;7,3;4;6,99
en;0,212307;Super Juice Me!;7,3;5;6,99
en;0,518048;Paths of the Soul;7,8;5;7,99
en;16,519276;Captain Fantastic;7,9;1569;7,99
en;1,434217;My Beautiful Broken Brain;7,2;23;6,99
en;0,072941;Catching Out;7,8;2;7,99
en;0,215128;Plastic Utopia;8;1;7,99
en;0,216848;Nothing Left Unsaid: Gloria Vanderbilt & Anderson Cooper;8,3;4;7,99
en;6,138199;The Fundamentals of Caring;7,4;560;6,99
en;1,015563;Loot;8;3;7,99
en;0,864349;Tab Hunter Confidential;7,6;12;7,99
en;0,353387;Future Shock! The Story of 2000AD;7,3;6;6,99
en;0,057691;Old Fashioned: The Story of the Wisconsin Supper Club;10;1;9,99
en;4,501137;Planet Earth;8,8;176;8,99
en;3,267728;Life;8,5;65;7,99
en;6,979073;Pelé: Birth of a Legend;7,3;175;6,99
en;0,455081;Confession;8,8;4;8,99
en;1,541295;Roots;7,3;13;6,99
en;0,514095;Bloodmoon;7,4;5;6,99
en;0,076001;Devil Dogs of the Air;8;2;7,99
en;2,120782;De Palma;7,3;33;6,99
en;0,261811;Patterns of Evidence: The Exodus;8,3;3;7,99
en;0,77455;Dragons: A Fantasy Made Real;7,1;5;6,99
en;2,395349;Life, Animated;7,9;49;7,99
en;1,291844;The Rolling Stones Rock and Roll Circus;7,4;10;6,99
en;14,9837;Nerve;7,1;2262;6,99
en;0,172883;The Grandmother;7,2;32;6,99
en;3,672708;The Lost Valentine;7,2;29;6,99
en;1,198056;Undrafted;7,2;10;6,99
en;0,565873;The Iceman: Confessions of a Mafia Hitman;7,3;8;6,99
en;3,641354;Looking: The Movie;7,1;70;6,99
en;1,178475;The Far Pavilions;10;1;9,99
en;12,565896;Hell or High Water;7,2;1304;6,99
en;0,124803;The Dragon Lives Again;10;1;9,99
en;0,080801;Protagonist;8;1;7,99
en;0,007223;Pufnstuf;7,7;6;7,99
en;0,401213;Sunnyside Up;10;1;9,99
en;9,51953;The Edge of Seventeen;7,3;952;6,99
en;0,379968;Bazodee;10;1;9,99
en;0,302182;Hacking Democracy;7,7;7;7,99
en;14,171675;Moonlight;7,3;1831;6,99
en;0,017756;Ghosts of Abu Ghraib;8;1;7,99
en;0,550094;Footsteps in the Fog;7,7;7;7,99
